word,nikkud,transliteration
יוטה,יוּטָה,yúta
יוכני,יוּכְנִי,yúchni
יול,יוֹל,yol
יולי,יוּלִי,yúli
יום,יוֹם,yom
יומולדת,יוֹמוּלֶדֶת,yomulédet
יומם,יוֹמָם,yomám
יומם,יוֹמֵם,yomém
יומן,יוֹמַן,yomán
יומן,יוֹמָן,yomán
יון,יוֹן,yon
יון,יָוָן,yaván
יון,יָוֵן,yavén
יונה,יוֹנָה,yoná
יוני,יוּנִי,yúni
יוני,יוֹנִי,yoní
יוני,יוֹנִי,yóni
יוני,יְוָנִי,yevaní
יוניקוד,יוּנִיקוֹד,yúnikod
יונית,יוֹנִית,yonít
יונית,יְוָנִית,yevanít
יונק,יוֹנֵק,yonék
יונת,יוֹנַת,yonát
יוסי,יוֹסֵי,yóse
יוסף,יוֹסֵף,yoséf
יועץ,יוֹעֵץ,yoétz
יועץ,יוֹעֵץ,yo'éts
יועץ,יוֹעֵץ,yoéts
יופי,יוֹפִי,yófi
יוצא,יוֹצֵא,yotsé
יוצמח,יוֹצְמַח,yótzmakh
יוצר,יוֹצֵר,yotsér
יוצרים,יוֹצְרִים,yotsrím
יוקשת,יוֹקֶשֶׁת,yokéshet
יורד,יוֹרֵד,yoréd
יורה,יוֹרֶה,yoré
יורה,יוֹרָה,yorá
יורה,יוּרָה,yúra
יורם,יוֹרָם,yóram
יורש,יוֹרֵשׁ,yorésh
יושב,יוֹשֵׁב,yoshév
יושביה,יוֹשְׁבֶיהָ,yoshvéyha
יושביו,יוֹשְׁבָיו,yoshváv
יותר,יוֹתֵר,yotér
יותרת,יוֹתֶרֶת,yotéret
יזיז,יָזִיז,yazíz
יזכר,יִזְכֹּר,yizkór
יזמות,יַזָּמוּת,yazamút
יחד,יַחַד,yáchad
יחדה,יַחְדָּה,yakhdá
יחדיו,יַחְדָּיו,yakhdáv
יחדן,יַחְדָן,yakhdán
יחדני,יַחְדָנִי,yakhdaní
יחוס,יִחוּס,yikhós
יחטא,יֶחֱטָא,yekhetá
יחיד,יָחִיד,yakhíd
יחידאית,יְחִידָאִית,yekhídait
יחידה,יְחִידָה,yekhidá
יחידה,יְחִידָה,yechidá
יחידת,יְחִידַת,yekhídat
יחידת,יְחִידַת,yekhidát
יחידת,יְחִידַת,yakidát
יחמור,יַחְמוּר,yakhmúr
יחס,יַחַס,yákhas
יחס,יֹחַס,yóchas
יחס,יַחַס,yáchas
יחסה,יַחֲסָה,yakhasá
יחסי,יַחֲסֵי,yakhaseí
יחסי,יַחֲסִי,yakhási
יחסי,יַחֲסֵי,yakhaséy
יחסין,יֻחֲסִין,yokhasín
יחסין,יֻחֲסִין,yukhasín
יחף,יָחֵף,yakhéf
יחצן,יַחְצָן,yakhtsán
יחצנות,יַחְצָנוּת,yakhtsanút
יטבתה,יָטְבָתָה,yotváta
יטרוגני,יַטְרוֹגֶנִי,yatrogéni
יין,יֵין,yeín
יין,יַיִן,yáyin
יין,יֵין,yeyn
יין,יֵין,yáin
יישר,יִישַׁר,yishár
יכטה,יַכְטָה,yákhta
יכטונר,יַכְטוֹנֶר,yakhtonér
יכטות,יַכְטוֹת,yákhtot
יכין,יָכִין,yachín
יכלת,יְכֹלֶת,yekhólet
ילד,יֶלֶד,yéled
ילדות,יַלְדוּת,yaldút
ילדותי,יַלְדוּתִי,yaldutí
ילדים,יְלָדִים,yeládim
ילדים,יְלָדִים,yeladím
ילדנת,יַלְדֹּנֶת,yaldónet
יללה,יְלָלָה,yelalá
ילמדו,יִלְמְדוּ,yilmedú
ילפת,יַלֶּפֶת,yaléfet
ילק,יֶלֶק,yélek
ילקוט,יַלְקוּט,yalkút
ים,יָּם,yam
ים,יַָם,yam
ים,יָם,yam
ים,יַם,yam
ימא,יַמָּא,yamá
ימאות,יַמָּאוּת,yamaút
ימאי,יַמָּאי,yamaí
ימאי,יַמָּאִי,yamaí
ימאים,יַמָּאִים,yamaím
ימאים,יַמַּאִים,yamaím
ימה,יָמָּה,yáma
ימה,יַמָּה,yamá
ימי,יָמִּי,yamí
ימי,יַמִּי,yamí
ימי,יְמֵי,yemei
ימיה,יַמִּיָּה,yamiyá
ימיו,יָמָיו,yamáv
ימיים,יַמִּיִּים,yamiyím
ימיים,יַמִִּיִּים,yamiyím
ימים,יָמִּים,yamím
ימים,יֵמִים,yemím
ימים,יַמִּים,yamím
ימים,יָמִים,yamím
ימים,הַיָּמִים,hayamím
ימין,יָמִין,yamín
ימית,יַמִּית,yamít
ימית,יָמִית,yamít
ימלוך,יִמְלוֹךְ,yimlókh
יממה,יְמָמָה,yemamá
ימני,יְמָנִי,yemaní
ימתקו,יִמְתָּקו,yimtáku
ינואר,יָנוּאָר,yánu'ar
ינון,יִנּוֹן,yinón
ינון,יִנּוּן,yinún
יניב,יָנִיב,yanív
יניקה,יְנִיקָה,yeniká
ינשוף,יַנְשׁוּף,yánshuf
יסוד,יְסוֹד,yesód
יסורי,יִסּוּרֵי,yisuréy
יסורים,יִסּוּרִים,yisurím
יסמין,יַסְמִין,yasmín
יעבר,יַעֲבור,ya'avór
יעד,יַעַד,yá'ad
יעה,יָעֶה,ya'é
יעוד,יָעוּד,ya'oód
יעוד,יִעוּד,yi'oód
יעז,יָעֵז,ya'ez
יעיל,יָעִיל,yaíl
יעלה,יַעֲלֶה,ya'alé
יענה,יַעֲנָה,ya'aná
יעפת,יַעֶפֶת,ya'éfet
יעקב,יַעֲקֹב,ya'akóv
יער,יַעַר,yá'ar
יער,יַעַר,yá'r
יערן,יַעֲרָן,ya'arán
יערנות,יַעֲרָנוּת,yaaranút
יפה,יָפֶה,yafé
יפהפה,יְפֵהפֶה,yefeyfé
יפו,יָפוֹ,yafó
יפוי,יִפּוּי,yipúy
יפי,יֹפִי,yófi
יפיוף,יִפְיוּף,yífyuf
יפיוף,יַפְיוּף,yafyúf
יפיח,יָפִיחַ,yafiákh
יפן,יַפָּן,yapán
יפנית,יַפָּנִית,yapánit
יצא,יָצַא,yatsá
יצא,יָצָא,yatsá
יצא,יָצָא,yatzá
יצהר,יִצְהָר,yitshár
יצוגית,יִצּוּגִית,yitsogít
יצול,יָצוּל,yátsul
יצור,יְצוּר,yetsúr
יצור,יְצוּר,yetsur
יצחק,יִצְחָק,yitzkhák
יציאה,יְצִיאָה,yetziá
יציאה,יְצִיאָה,yetsiá
יציאה,יְצִיאָה,yetsi'á
יציאון,יְצִיאוֹן,yetzión
יציב,יַצִּיב,yatsív
יציע,יָצִיעַ,yatzía
יצירה,יְצִירָה,yetzirá
יצירתי,יְצִירָתִי,yetsiratí
יצירתיות,יְצִירָתִיּוּת,yetsíratiyut
יצע,יֶצַע,yétsa
יצקת,יַצֶּקֶת,yatséket
יצר,יֵצֶר,yétser
יצר,יֵצֶר,yetsér
יצר,יֵצֶר,yétzer
יצרו,יִצְרוֹ''''',yitsró
יצרן,יַצְרָן,yatsrán
יקב,יֶקֶב,yékev
יקוד,יְקוֹד,ykód
יקום,יְקוּם,yekúm
יקוש,יָקוּשׁ,yakúsh
יקוש,יָקוֹשׁ,yakósh
יקינתון,יָקִינְתּוֹן,yakintón
יקיצה,יְקִיצָה,yekitsá
יקיר,יַקִּיר,yakír
יקר,יָקָר,yakár
יקר,יְקָר,yikár
יקר,יֹקֶר,yóker
יקרה,יֻקְרָה,yukrá
יקרות,יְקָרוֹת,yekarót
ירא,יָרֵא,yare
ירגזי,יַרְגָּזִי,yargazí
ירד,יָרַד,yarád
ירדה,יַרְדָּה,yardá
ירדן,יַרְדֵּן,yardén
ירוד,יָרוֹד,yaród
ירוד,יָרוּד,yarúd
ירושלים,יְרוּשָׁלַיִם,yerushaláyim
ירושלמי,יְרוּשַׁלְמִי,yerushálmi
ירח,יֶרַח,yerákh
ירח,יָרֵחַ,yaréah
ירח,יָרֵחַ,yaréach
ירח,יָרֵחַ,yaréakh
ירח,יֶרַח,yérach
ירח,יֶרַח,yérakh
ירחון,יַרְחוֹן,yarkhón
ירחם,יְרֻחָם,yerukhám
ירי,יְרִי,yéri
ירי,יְרִי,yeri
ירי,יֶרִי,yéri
יריב,יָרִיב,yarív
יריד,יָרִיד,yaríd
ירידה,יְרִידָה,yeridá
יריחו,יְרִיחוֹ,yerikhó
ירך,יָרֵךְ,yarékh
ירכית,יַרְכִּית,yarkít
ירכתים,יַרְכָּתַיִם,yarkatáyim
ירמיהו,יִרְמְיָהוּ,yirmiyáhu
ירק,יָרֹק,yarók
ירק,יָרָק,yarák
ירקון,יַרְקוֹן,yarkón
ירקון,יֵרָקוֹן,yerakón
ירקות,יְרָקוֹת,yerakót
ירקן,יַרְקָן,yarkán
ירקרק,יְרַקְרַק,yerakrák
יש,יֵשׁ,yesh
יש,יֵש,yesh
ישא,יִשָּׂא,yisá
ישבן,יַשְׁבָן,yáshvan
ישוב,יִשּׁוּב,yishúv
ישום,יִשּׂוּם,yisúm
ישומון,יִשּׂוּמוֹן,yisúmon
ישועה,יְשׁוּעָה,yeshuá
ישות,יֵשׁוּת,yeshút
ישי,יַשִּׁי,yási
ישי,יִשַׁי,yisháy
ישיבה,יְשִׁיבָה,yeshivá
ישימון,יְשִׁימֹן,yeshimón
ישיר,יָשִׁיר,yashír
ישירה,יְשִׁירָה,yeshirá
ישיש,יָשִׁישׁ,yashísh
ישן,יָשֵׁן,yashén
ישן,יָשָׁן,yashán
ישע,יֶשַׁע,yesha
ישפה,יָשְׁפֵה,yashfé
ישק,יִשָּׁק,yishák
ישר,יֹשֶׁר,yósher
ישר,יָשָׁר,yashár
ישראבלוף,יִשְׂרָאבְּלוֹף,isráblof
ישראל,יִשְׂרָאֵל,yisraél
ישראל,יִשְׂרָאֵל,israél
ישראל,יִשְׂרָאֵל,isra'él
ישראלי,יִשְׂרְאֵלִי,yisre'elí
ישראלי,יִשְׂרְאֵלִי,isre'éli
ישרה,יָשְׁרָה,yoshrá
ישרה,יְשָׁרָה,yeshará
ישרים,יְשָׁרִים,yesharím
יששכר,יִשָּׂשכָר,yisakhár
יתד,יְתַד,yetád
יתד,יָתֵד,yatéd
יתום,יָתוֹם,yatóm
יתומים,יְתוֹמִים,yetómim
יתוש,יַתּוּשׁ,yatúsh
יתמות,יַתְמוּת,yátmut
יתן,יִתֵּן,yitén
יתר,יֶתֶר,yéter
יתרה,יְתֵרָה,yeterá
יתרון,יִתְרוֹן,yitáron
כאב,כְּאֵב,keév
כאב,כְּאֵב,k'ev
כאוטי,כָּאוֹטִי,kaóti
כאוס,כָּאוֹס,káos
כאח,כְּאָח,keákh
כאחד,כְּאַחַד,ké'akhad
כאין,כְּאַין,ke'áyin
כאיש,כְּאִישׁ,keísh
כאלו,כְּאִלּוּ,keílu
כאן,כָּאן,kan
כארי,כַּאֲרִי,ká'ari
כאשר,כַּאֲשֶׁר,ka'ashér
כבאות,כַּבָּאוּת,kabaút
כבאי,כַּבַּאי,kabáy
כבאית,כַּבָּאִית,kabaít
כבב,כַּבָּבּ,kabáb
כבד,כָּבֵד,kavéd
כבד,כָּבֵד,káved
כבד,כְּבַד,kvad
כבד,כֹּבֶד,kóved
כבדה,כְּבֻדָּה,kvudá
כבדה,כְּבֵדָה,kvedá
כבדהו,כַּבְּדֵהוּ,kabdéhu
כבדים,כְּבֵדִים,kvedím
כבוד,כִּבּוּד,kibúd
כבוד,כָּבוֹד,kavód
כבוד,כָּבוֹד,kávod
כבודו,כְּבוֹדוֹ,kvodó
כבוי,כָּבוּי,kavúy
כבוי,כִּבּוּי,kibúy
כבוי,כִּבּוּי,kibuí
כבול,כָּבוּל,kavúl
כבידה,כְּבִידָה,kvidá
כביום,כִּבְיוֹם,kivyóm
כביסה,כְּבִיסָה,kvisá
כביר,כְּבִיר,kvir
כביר,כַּבִּיר,kabír
כביש,כְּבִישׁ,kvish
כבל,כֶּבֶל,kével
כבלרית,כַּבְלָרִית,kavlarít
כבס,כֶּבֶס,kéves
כבר,כְּבָר,kvar
כבר,כּבָר,kvar
כברה,כִּבְרָה,kivrá
כברה,כְּבָרָה,kvará
כברו,כְּבָרוֹ,kevaró
כבש,כֶּבֶשׂ,kéves
כבש,כָּבַשׁ,kavásh
כבש,כֶּבֶשׁ,kévesh
כבש,'''''כָּבַשׁ,kavásh
כבשה,כִּבְשָׂה,kivsá
כבשן,כִּבְשָׁן,kivshán
כגון,כְּגוֹן,kegón
כד,כַּד,kad
כד,כֹּד,kod
כדאי,כְּדַאי,k'dáy
כדוד,כִּדּוֹד,kidód
כדום,כַּדּוּם,kadúm
כדור,כַּדּוּר,kadúr
כדורגל,כַּדּוּרֶגֶל,kadurégel
כדורגלן,כַּדּוּרַגְלָן,kaduraglán
כדורון,כַּדּוּרוֹן,kadúron
כדורי,כַּדוִרֵי,kaduréy
כדוריד,כַּדּוּרְיָד,kaduryád
כדוריות,כַּדּוּרִיּוּת,kaduriyót
כדורסל,כַּדּוּרְסַל,kadursál
כדורסלן,כַּדּוּרְסַלָּן,kadursalán
כדורעף,כַּדּוּרְעָף,kadur'áf
כדורשק,כַּדּוּרשַׂק,kadúrsak
כדלהלן,כְּדִלְהַלָּן,kadílhalan
כדרת,כַּדֹּרֶת,kadóret
כה,כֹּה,ko
כהה,כֵּהֶה,kehe
כהוא,כְּהוּא,khú
כהלכה,כַּהֲלָכָה,kahalakhá
כהן,כֹּהֵן,kohén
כהנה,כְּהֻנָּה,kehuná
כהנים,כֹּהֲנִים,kohaním
כהררים,כַּהֲרָרִים,kahararím
כובנה,כּוּבָּנֶה,kubáne
כובע,כּוֹבַע,kóva
כובע,כּוֹבַע,ková
כוה,כַּוָּה,kavá
כוון,כִּווּן,kivún
כוון,כִּוּוּן,kivún
כווני,כִּוּוּנִי,kivuní
כווץ,כִּוּוּץ,kivúts
כוז,כּוּז,kuz
כוח,כּוֹחַ,koakh
כוח,כּוֹחַ,ko'ákh
כוח,כּוֹחַ,kóakh
כוח,כֹּחַ,kóakh
כוח,כּוֹחַ,kóach
כוחות,כּוֹחוֹת,kokhót
כוחלה,כּוּחלֵה,kuhla
כויה,כְּוִיָּה,kviyá
כוך,כּוּךְ,kukh
כוכב,כּוֹכָב,kokháv
כוכב,כּוֹכָב,kocháv
כוכב,כּוֹכַב,kokháv
כוכבים,כּוֹכָבִים,kohavim
כוכבת,כּוֹכֶבֶת,cokhévet
כולל,כּוֹלֵל,kolél
כולסטרול,כּוֹלֶסְטֶרוֹל,kolesteról
כולרה,כּוֹלֶרָה,koléra
כומז,כּוּמָז,kumáz
כונן,כּוֹנַן,konán
כונן,כּוֹנָן,konán
כוננות,כּוֹנְנוּת,konenút
כוס,כּוּס,kus
כוס,כּוֹס,kos
כוסון,כּוּסוֹן,kusón
כוסות,כּוֹסוֹת,kosót
כוסית,כּוּסּית,kúsit
כוסית,כּוֹסִית,kosít
כופר,כּוֹפֵר,kofér
כופרא,כּוּפְרָא,kufrá
כור,כּוּר,kur
כוראוגרף,כּוֹרֵאוֹגְרָף,kore'ográf
כוראוגרפיה,כוֹרֵאוֹגְרַפְיָה,kore'ográfia
כורם,כּוֹרֵם,korém
כורן,כַּוְרָן,kavrán
כורת,כַּוֶּרֶת,kavéret
כורת,כּוֹרֵת,korét
כוש,כּוּשׁ,kush
כוש,כּוֹשׁ,kosh
כושי,כּוּשִׁי,kushi
כות,כַּוַּת,kavát
כותי,כּוּתִי,kutí
כותר,כּוֹתָר,kotár
כותרת,כּוֹתֶרֶת,kotéret
כזאת,כָּזֹאת,kazót
כזב,כָּזָב,kazáv
כזה,כָּזֶה,kazé
כזית,כַּזַּיִת,kazáyit
כחוט,כְּחוּט,kekhút
כחולה,כְּחוּלָה,kkhulá
כחות,כּוֹחוֹת,kokhót
כחל,כָּחֹל,kachól
כחל,כַּחַל,kochál
כחל,כְּחָל,kchal
כחל,כָּחָל,kachál
כחל,כָּחֹל,kakhól
כחל,כָּחֹל,khákhol
כחלולי,כְּחְלוּלִי,kakhlulí
כחלחל,כְּחַלְחַל,kchalchál
כחמר,כַּחֹמֶר,kakhómer
כחש,כַּחַש,kákhash
כי,כִּי,ki
כיב,כִּיב,kiv
כידון,כִּידוֹן,kidón
כידידים,כִּידִידִים,kididím
כיור,כִּיּוּר,kiyúr
כיור,כִּיּוֹר,kiyór
כיח,כִּיחַ,kíach
כילפה,כֵּילַפָּה,kelapá
כימה,כִּימָה,kimá
כימואינפורמטיקה,כִימוֹאִינְפוֹרְמָטִיקָה,khimoinformátika
כימותרפי,כִימוֹתֶרָפִּי,khimoterápi
כימותרפיה,כִימוֹתֶרַפְּיָה,khimoterápya
כימי,כִּימִי,kimí
כימי,כִימִי,khími
כימיה,כִּימְיָה,kímya
כימיה,כִּימְיָה,kimya
כימיה,כִימְיָה,khímya
כימיקל,כִּימִיקָל,kimikál
כימית,כִימִית,kímit
כימית,כִּימִית,kímit
כימית,כִּימִית,kimít
כיס,כַּיָּס,kayás
כיס,כִּיס,kis
כיסן,כִּיסָן,kissán
כיף,כִּיף,kif
כיף,כֵּיף,kef
כיפוף,כִּיפוּף,kifúf
כיצד,כֵּיצַד,ketsád
כירה,כִּירָה,kirá
כירורגי,כִירוּרְגִּי,khirúrgi
כירורגיה,כִּירוּרְגִּיָּה,kirúrgya
ככה,כָּכָה,kácha
ככה,כָּכָה,kákha
ככר,כִּכָּר,kikár
כל,כָּל,kol
כל,כּל,kol
כל,כֹּל,kol
כל,כָּל,kól
כלא,כֶּלֶא,kéle
כלאחר,כִּלְאַחַר,kil'akhár
כלאחר,כִלְאַחַר,kil'akhár
כלאי,כַּלַּאי,kaláy
כלאם,כַּלַאם,kálam
כלב,כֶּלֶב,kélev
כלבויניק,כָּלְבּוֹיְנִיק,kolboínik
כלבי,כַּלְבֵּי,kalbéy
כלביה,כַּלְבִּיָּה,kalbiyá
כלבים,כְּלָבִים,klavím
כלבן,כַּלְבָן,kalván
כלבנות,כַּלְבָנוּת,kalvanút
כלבת,כַּלֶּבֶת,kalévet
כלבתא,כְּלַבְתָּא,klavtá
כלה,כַּלָּה,kalá
כלה,כִּלָּה,kilá
כלה,כָּלָה,kalá
כלה,כֻּלָּה,kúla
כלו,כֻּלּוֹ,kuló
כלו,כָּלוּ,kálu
כלו,כָּלוּ,kalú
כלוב,כְּלוּב,kluv
כלוב,כָּלוּב,kalúv
כלוט,כְּלוֹט,kelót
כלול,כִּלּוּל,kilúl
כלולות,כְּלוּלוֹת,klulót
כלום,כְּלוּם,klum
כלום,כְלוּם,khlúm
כלומר,כְּלוֹמַר,klomár
כלונס,כְּלוֹנָס,klonás
כלונס,כְּלוֹנַס,klonás
כלונסאות,כְּלוֹנְסָאוֹת,klonsaót
כלור,כְּלוֹר,klor
כלורופיל,כְּלוֹרוֹפִיל,klorofíl
כלורופלסט,כְלוֹרוֹפְּלַסְט,chloroplást
כלורמפניקול,כְּלוֹרַמְפֵנִיקוֹל,kloramfenikól
כלח,כֶּלַח,kélakh
כלי,כְּלִי,kli
כלי,כְּלֵי,kley
כליא,כַּלִּיא,káli
כליב,כְּלִיב,kliv
כליבה,כְּלִיבָה,klivá
כליה,כִּלְיָה,kilyá
כליה,כְּלָיָה,klayá
כליון,כִּלָּיוֹן,kilayón
כליון,כִּלָיוֹן,kilyón
כליון,כִּלְיוֹן,kilyón
כליזמר,כְּלֵיזְמֵר,kleízmer
כליל,כְּלִיל,klil
כליל,כָּלִיל,kalíl
כליל,כְּלִיל,klíl
כלילת,כְּלִילַת,klilát
כלים,כֵּלִים,kelím
כלך,כֶּלֶךְ,kélekh
כלך,כַּלֵּךְ,kalékh
כלכל,כַּלְכַּל,kalkál
כלכלה,כַּלְכָּלָה,kalkalá
כלכלה,כַּלְכָּלָה,kalkála
כלכלי,כַּלְכָּלִי,kalkalí
כלכלית,כַּלְכָּלִית,kalkálit
כלכלן,כַּלְכְּלָן,kalkelán
כלכלת,כַּלְכָּלַת,kalkálat
כלל,כְּלַל,klal
כלל,כְּלָל,klal
כללי,כְּלָלִי,klalí
כללי,כְּלָלִי,kláli
כללית,כְּלָלִית,klalít
כלמידיה,כְּלָמִידִיָּה,klamídya
כלנית,כַּלָּנִית,kalanít
כלנתריזם,כָּלַנְתֶרִיזְם,kalanterízem
כלקדון,כַלְקֵדוֹן,khalkedón
כלתה,כָּלְתָה,kálta
כמהה,כְּמֵהָה,kmehá
כמו,כְּמוֹ,kmo
כמון,כַּמּוֹן,kamón
כמוס,כָּמוּס,kamús
כמוסות,כְּמוּסוֹת,kmusót
כמורה,כְּמוּרָה,kmurá
כמורה,כְּמוּרָה,kmuráh
כמוש,כָּמוּשׁ,kamúsh
כמוש,כְּמוֹשׁ,kmosh
כמות,כַּמּוּת,kamút
כמותי,כַּמּוּתִי,kamutí
כמיהה,כְּמִיהָה,kmihá
כמנהגו,כְּמִנהָגוֹ,keminhagó
כמעט,כִּמְעַט,kim'át
כמפיט,כַמֶפִיט,khamefít
כמר,כֹּמֶר,kómer
כמר,כֹּמֶר,komér
כמרת,כַּמֶרֶת,kaméret
כמת,כַּמָּת,kamát
כמתה,כֻּמְתָּה,kumtá
כן,כַּן,kan
כן,כֵּן,ken
כנה,כִּנָּה,kiná
כנה,כַּנָּה,kaná
כנוי,כִּנּוּי,kinuí
כנוי,כִּנּוּי,kinúy
כנופיה,כְּנוּפִיָה,knufiyá
כנור,כִּנּוֹר,kinór
כנות,כֵּנוּת,kenút
כנימה,כְּנִימָה,knimá
כניסה,כְּנִיסָה,knisá
כניסון,כְּנִיסוֹן,knisón
כנן,כַּנָּן,kanán
כננת,כַּנֶּנֶת,kanénet
כנס,כֶּנֶס,kénes
כנסיה,כְּנֵסִיָּה,knesiyá
כנסת,כְּנֶסֶת,knéset
כנסת,כְּנֶסֶת,knéset
כנף,כָּנָף,kanáf
כנפון,כְּנָפוֹן,knafón
כנפים,כְּנָפַיִם,knafáyim
כנר,כַּנָּר,kanár
כנרת,כִּנֶּרֶת,kinéret
כנשר,כַּנֶּשֶׁר,kanésher
כנת,כָּנַת,kanát
כס,כֵּס,kes
כסא,כִּסֵא,kisé
כסא,כִּסֵּא,kisé
כסברה,כֻּסְבָּרָה,kúsbara
כסה,כֶּסֶה,kese
כסוי,כִּסּוּי,kisúy
כסוף,כָּסוּף,kasúf
כסופים,כִּסּוּפִים,kisufím
כסות,כְּסוּת,ksut
כסיל,כְּסִיל,ksil
כסית,כַּסְיַת,kasyát
כסל,כֵּסֶל,késel
כסל,כֶּסֶל,kesél
כסלו,כִּסְלֵו,kislév
כסמת,כֻּסֶּמֶת,kusémet
כסף,כֶּסֶף,késef
כספה,כֻּסְפָּה,kúspa
כספומט,כַּסְפּוֹמָט,kaspomát
כספר,כַּסְפָּר,kaspár
כספת,כַּסֶּפֶת,kaséfet
כסת,כֶּסֶת,késet
כעור,כִּעוּר,kiúr
כעור,כָּעוּר,kaúr
כעך,כַּעַךְ,ká'akh
כעת,כָּעֵת,ka'ét
כף,כָּף,kaf
כף,כֵּף,kef
כף,כַּף,kaf
כפה,כִּפָּה,kipá
כפה,כַּפָה,káfa
כפוי,כָּפוּי,kafuí
כפול,כָּפּול,kafúl
כפול,כָּפוּל,kafúl
כפולה,כְּפוּלָה,kfulá
כפור,כִּפּוּר,kipúr
כפור,כְּפוֹר,kfor
כפוש,כָּפוּשׁ,kafúsh
כפח,כִּפֵּחַ,kipéah
כפיה,כְּפִיָּה,kfiyá
כפיה,כָּפִיָּה,kafíya
כפיון,כִּפְיוֹן,kifyón
כפיל,כָּפִיל,kafíl
כפילה,כְּפִילָה,kfilá
כפילת,כְּפִילַת,kfilát
כפיס,כְּפִיס,kfis
כפיפה,כְּפִיפָה,kfifá
כפיר,כְּפִיר,kfir
כפית,כַּפִּית,kapit
כפיתה,כְּפִיתָה,kfitá
כפיתיות,כְּפִיָּתִיּוּת,kfiyatiyút
כפכף,כַּפְכַּף,kafkáf
כפל,כֶּפֶל,kéfel
כפלן,כַּפְלָן,kaflán
כפן,כָּפָן,kafán
כפן,כַּפָּן,kapán
כפף,כְּפָף,kfaf
כפפה,כְּפָפָה,kfafá
כפפות,כְּפָפוֹת,kfákot
כפר,כְּפָר,kfár
כפר,כֹּפֶר,kófer
כפר,כְּפָר,kfár
כפרה,כַּפָּרָה,kapará
כפרה,כַּפָּרָה,kapára
כפרת,כַּפֹּרֶת,kapóret
כפת,כֶּפֶת,kéfet
כפת,כִּפַּת,kipát
כפתור,כַּפְתוֹר,kaftór
כפתור,כַּפְתּוֹר,kaftór
כצאן,כְּצֹאן,ketsón
כקלפת,כִּקְלִפַּת,kiklipát
כר,כַּר,kar
כר,כָּר,kar
כרבלת,כַּרְבֹּלֶת,karbólet
כרבלת,כַּרְבֶּלֶת,karbélet
כרה,כֵּרָה,kerá
כרה,כָּרָה,kará
כרוב,כְּרוּב,kruv
כרובית,כְּרוּבִית,kruvít
כרוז,כָּרוֹז,karóz
כרוכיה,כְּרוּכְיָה,krukhyá
כרוכית,כְּרוּכִית,krukhít
כרום,כְּרוֹם,krom
כרומאי,כְּרוֹמָאִי,keroma'í
כרומוזום,כְּרוֹמוֹזוֹם,kromozóm
כרומטוגרפיה,כְרוֹמָטוֹגְרַפְיָה,khromatográfya
כרונוביולוגיה,כְרוֹנוֹבִּיוֹלוֹגְיָה,kronobiológya
כרונולוגיה,כְרוֹנוֹלוֹגְיָה,khronológya
כרונומטר,כְרוֹנוֹמֶטֶר,khronométer
כרונופיליה,כְרוֹנוֹפִילִיה,kronofílya
כרוניקה,כְּרוֹנִיקָה,krónika
כרחוק,כִּרְחוֹק,kirkhók
כרטיס,כַּרְטִיס,kartís
כרטיס,כַּרְטִיס,kártis
כרטיסיה,כַּרְטִיסִיָּה,kartisiyá
כריות,כָּרִיּוֹת,kariyót
כריזמה,כָּרִיזְמָה,karízma
כריזמטי,כָּרִיזְמָטִי,karizmáti
כריך,כָּרִיךְ,karích
כריכה,כְּרִיכָה,krikhá
כריש,כָּרִיש,karísh
כרית,כָּרִית,karít
כרית,כְּרִית,krit
כרכב,כַּרְכֹּב,karkóv
כרכום,כֻּרְכּוּם,kúrkum
כרכי,כְּרַכֵּי,krakéy
כרכם,כַּרְכֹּם,karkom
כרכר,כִּרְכָּר,kirkár
כרכר,כַּרְכָּר,karkár
כרכר,כֻּרְכָּר,kurkár
כרכרה,כִּרְכָּרָה,kirkará
כרם,כֶּרֶם,kérem
כרמיל,כַּרְמִיל,karmíl
כרמל,כַּרְמֶל,karmél
כרמלית,כַּרְמְלִית,karmelít
כרמלית,כַּרְמֶלִית,karmelít
כרס,כֶּרֶס,kéres
כרסה,כֻּרְסָה,kursá
כרסמת,כַּרְסֹמֶת,karsómet
כרסת,כָּרֶסֶת,káreset
כרע,כֶּרַע,kéra
כרעי,כַּרְעֵי,kar'éy
כרעם,כְּרַעַם,kera'ám
כרפס,כַּרְפַּס,karpás
כרשה,כְּרֵשָׁה,kreshá
כרת,כָּרֵת,karét
כרת,כֹּרֶת,kóret
כרתי,כַּרְתִי,kartí
כרתי,כְּרֵתִי,kretí
כרתים,כְּרֵתִים,kretím
כשוף,כִּשּׁוּף,kishúf
כשורים,כִּשּׁוּרִים,kishurím
כשיל,כַּשִּׁיל,kashíl
כשיר,כָּשִׁיר,kashír
כשירות,כְּשִׁירוּת,kshirút
כשלון,כִּשָּׁלוֹן,kishalón
כשמן,כְּשֶׁמֶן,káshemen
כשמש,כַּשֶּׁמֶשׁ,kashémesh
כשף,כֶּשֶׁף,késhef
כשר,כֹּשֶׁר,kósher
כשר,כָּשֵׁר,kashér
כשרון,כִּשָּׁרוֹן,kisharón
כשרות,כַּשְׁרוּת,kashrót
כת,כַּת,kat
כתב,כְּתַב,ktav
כתב,כַּתָּב,katáv
כתב,כָּתַב,katáv
כתב,כְּתָב,ktáv
כתב,כְּתָב,ktav
כתבה,כְּתֻבָּה,ktubá
